"","time","penalty_fn","replicate","variable","value","baseline"
"1596",16,"L2","rep_20","harvest",0.662244897959184,"penalty"
"1597",17,"L2","rep_20","harvest",0.82530612244898,"penalty"
"1598",18,"L2","rep_20","harvest",1.96673469387755,"penalty"
"1599",19,"L2","rep_20","harvest",3.76040816326531,"penalty"
"1600",20,"L2","rep_20","harvest",0,"penalty"
"1601",1,"fixed","rep_11","harvest",7.67387755102041,"penalty"
"1602",2,"fixed","rep_11","harvest",0.01,"penalty"
"1603",3,"fixed","rep_11","harvest",0.01,"penalty"
"1604",4,"fixed","rep_11","harvest",0.01,"penalty"
"1605",5,"fixed","rep_11","harvest",0.01,"penalty"
"1606",6,"fixed","rep_11","harvest",0.01,"penalty"
"1607",7,"fixed","rep_11","harvest",0.01,"penalty"
"1608",8,"fixed","rep_11","harvest",0.01,"penalty"
"1609",9,"fixed","rep_11","harvest",7.34775510204082,"penalty"
"1610",10,"fixed","rep_11","harvest",0.01,"penalty"
"1611",11,"fixed","rep_11","harvest",0.01,"penalty"
"1612",12,"fixed","rep_11","harvest",0.01,"penalty"
"1613",13,"fixed","rep_11","harvest",0.01,"penalty"
"1614",14,"fixed","rep_11","harvest",0.01,"penalty"
"1615",15,"fixed","rep_11","harvest",0.01,"penalty"
"1616",16,"fixed","rep_11","harvest",0.01,"penalty"
"1617",17,"fixed","rep_11","harvest",0.01,"penalty"
"1618",18,"fixed","rep_11","harvest",0.01,"penalty"
"1619",19,"fixed","rep_11","harvest",8,"penalty"
"1620",20,"fixed","rep_11","harvest",0,"penalty"
"1621",1,"fixed","rep_12","harvest",7.67387755102041,"penalty"
"1622",2,"fixed","rep_12","harvest",0.01,"penalty"
"1623",3,"fixed","rep_12","harvest",0.01,"penalty"
"1624",4,"fixed","rep_12","harvest",0.01,"penalty"
"1625",5,"fixed","rep_12","harvest",0.01,"penalty"
"1626",6,"fixed","rep_12","harvest",0.01,"penalty"
"1627",7,"fixed","rep_12","harvest",0.01,"penalty"
"1628",8,"fixed","rep_12","harvest",0.01,"penalty"
"1629",9,"fixed","rep_12","harvest",0.01,"penalty"
"1630",10,"fixed","rep_12","harvest",0.01,"penalty"
"1631",11,"fixed","rep_12","harvest",0.01,"penalty"
"1632",12,"fixed","rep_12","harvest",0.01,"penalty"
"1633",13,"fixed","rep_12","harvest",0.01,"penalty"
"1634",14,"fixed","rep_12","harvest",0.01,"penalty"
"1635",15,"fixed","rep_12","harvest",0.01,"penalty"
"1636",16,"fixed","rep_12","harvest",0.01,"penalty"
"1637",17,"fixed","rep_12","harvest",0.01,"penalty"
"1638",18,"fixed","rep_12","harvest",4.0865306122449,"penalty"
"1639",19,"fixed","rep_12","harvest",7.34775510204082,"penalty"
"1640",20,"fixed","rep_12","harvest",0,"penalty"
"1641",1,"fixed","rep_13","harvest",7.67387755102041,"penalty"
"1642",2,"fixed","rep_13","harvest",0.01,"penalty"
"1643",3,"fixed","rep_13","harvest",0.01,"penalty"
"1644",4,"fixed","rep_13","harvest",0.01,"penalty"
"1645",5,"fixed","rep_13","harvest",0.01,"penalty"
"1646",6,"fixed","rep_13","harvest",8,"penalty"
"1647",7,"fixed","rep_13","harvest",0.01,"penalty"
"1648",8,"fixed","rep_13","harvest",0.01,"penalty"
"1649",9,"fixed","rep_13","harvest",0.01,"penalty"
"1650",10,"fixed","rep_13","harvest",0.01,"penalty"
"1651",11,"fixed","rep_13","harvest",8,"penalty"
"1652",12,"fixed","rep_13","harvest",0.01,"penalty"
"1653",13,"fixed","rep_13","harvest",0.01,"penalty"
"1654",14,"fixed","rep_13","harvest",0.01,"penalty"
"1655",15,"fixed","rep_13","harvest",0.01,"penalty"
"1656",16,"fixed","rep_13","harvest",0.01,"penalty"
"1657",17,"fixed","rep_13","harvest",0.01,"penalty"
"1658",18,"fixed","rep_13","harvest",0.01,"penalty"
"1659",19,"fixed","rep_13","harvest",8,"penalty"
"1660",20,"fixed","rep_13","harvest",0,"penalty"
"1661",1,"fixed","rep_14","harvest",7.67387755102041,"penalty"
"1662",2,"fixed","rep_14","harvest",0.01,"penalty"
"1663",3,"fixed","rep_14","harvest",0.01,"penalty"
"1664",4,"fixed","rep_14","harvest",6.85857142857143,"penalty"
"1665",5,"fixed","rep_14","harvest",0.01,"penalty"
"1666",6,"fixed","rep_14","harvest",0.01,"penalty"
"1667",7,"fixed","rep_14","harvest",0.01,"penalty"
"1668",8,"fixed","rep_14","harvest",5.88020408163265,"penalty"
"1669",9,"fixed","rep_14","harvest",0.01,"penalty"
"1670",10,"fixed","rep_14","harvest",0.01,"penalty"
"1671",11,"fixed","rep_14","harvest",0.01,"penalty"
"1672",12,"fixed","rep_14","harvest",0.01,"penalty"
"1673",13,"fixed","rep_14","harvest",5.88020408163265,"penalty"
"1674",14,"fixed","rep_14","harvest",0.01,"penalty"
"1675",15,"fixed","rep_14","harvest",0.01,"penalty"
"1676",16,"fixed","rep_14","harvest",0.01,"penalty"
"1677",17,"fixed","rep_14","harvest",0.01,"penalty"
"1678",18,"fixed","rep_14","harvest",6.20632653061225,"penalty"
"1679",19,"fixed","rep_14","harvest",8,"penalty"
"1680",20,"fixed","rep_14","harvest",0,"penalty"
"1681",1,"fixed","rep_15","harvest",7.67387755102041,"penalty"
"1682",2,"fixed","rep_15","harvest",0.01,"penalty"
"1683",3,"fixed","rep_15","harvest",0.01,"penalty"
"1684",4,"fixed","rep_15","harvest",0.01,"penalty"
"1685",5,"fixed","rep_15","harvest",6.20632653061225,"penalty"
"1686",6,"fixed","rep_15","harvest",0.01,"penalty"
"1687",7,"fixed","rep_15","harvest",0.01,"penalty"
"1688",8,"fixed","rep_15","harvest",0.01,"penalty"
"1689",9,"fixed","rep_15","harvest",0.01,"penalty"
"1690",10,"fixed","rep_15","harvest",0.01,"penalty"
"1691",11,"fixed","rep_15","harvest",0.01,"penalty"
"1692",12,"fixed","rep_15","harvest",6.36938775510204,"penalty"
"1693",13,"fixed","rep_15","harvest",0.01,"penalty"
"1694",14,"fixed","rep_15","harvest",0.01,"penalty"
"1695",15,"fixed","rep_15","harvest",0.01,"penalty"
"1696",16,"fixed","rep_15","harvest",0.01,"penalty"
"1697",17,"fixed","rep_15","harvest",0.01,"penalty"
"1698",18,"fixed","rep_15","harvest",8,"penalty"
"1699",19,"fixed","rep_15","harvest",0.01,"penalty"
"1700",20,"fixed","rep_15","harvest",0,"penalty"
"1701",1,"fixed","rep_16","harvest",7.67387755102041,"penalty"
"1702",2,"fixed","rep_16","harvest",0.01,"penalty"
"1703",3,"fixed","rep_16","harvest",0.01,"penalty"
"1704",4,"fixed","rep_16","harvest",0.01,"penalty"
"1705",5,"fixed","rep_16","harvest",0.01,"penalty"
"1706",6,"fixed","rep_16","harvest",0.01,"penalty"
"1707",7,"fixed","rep_16","harvest",0.01,"penalty"
"1708",8,"fixed","rep_16","harvest",0.01,"penalty"
"1709",9,"fixed","rep_16","harvest",0.01,"penalty"
"1710",10,"fixed","rep_16","harvest",8,"penalty"
"1711",11,"fixed","rep_16","harvest",0.01,"penalty"
"1712",12,"fixed","rep_16","harvest",0.01,"penalty"
"1713",13,"fixed","rep_16","harvest",0.01,"penalty"
"1714",14,"fixed","rep_16","harvest",0.01,"penalty"
"1715",15,"fixed","rep_16","harvest",7.67387755102041,"penalty"
"1716",16,"fixed","rep_16","harvest",0.01,"penalty"
"1717",17,"fixed","rep_16","harvest",0.01,"penalty"
"1718",18,"fixed","rep_16","harvest",0.01,"penalty"
"1719",19,"fixed","rep_16","harvest",7.34775510204082,"penalty"
"1720",20,"fixed","rep_16","harvest",0,"penalty"
"1721",1,"fixed","rep_17","harvest",7.67387755102041,"penalty"
"1722",2,"fixed","rep_17","harvest",0.01,"penalty"
"1723",3,"fixed","rep_17","harvest",0.01,"penalty"
"1724",4,"fixed","rep_17","harvest",0.01,"penalty"
"1725",5,"fixed","rep_17","harvest",0.01,"penalty"
"1726",6,"fixed","rep_17","harvest",0.01,"penalty"
"1727",7,"fixed","rep_17","harvest",0.01,"penalty"
"1728",8,"fixed","rep_17","harvest",6.85857142857143,"penalty"
"1729",9,"fixed","rep_17","harvest",0.01,"penalty"
"1730",10,"fixed","rep_17","harvest",0.01,"penalty"
"1731",11,"fixed","rep_17","harvest",0.01,"penalty"
"1732",12,"fixed","rep_17","harvest",7.67387755102041,"penalty"
"1733",13,"fixed","rep_17","harvest",0.01,"penalty"
"1734",14,"fixed","rep_17","harvest",0.01,"penalty"
"1735",15,"fixed","rep_17","harvest",0.01,"penalty"
"1736",16,"fixed","rep_17","harvest",7.34775510204082,"penalty"
"1737",17,"fixed","rep_17","harvest",0.01,"penalty"
"1738",18,"fixed","rep_17","harvest",0.01,"penalty"
"1739",19,"fixed","rep_17","harvest",7.8369387755102,"penalty"
"1740",20,"fixed","rep_17","harvest",0,"penalty"
"1741",1,"fixed","rep_18","harvest",7.67387755102041,"penalty"
"1742",2,"fixed","rep_18","harvest",0.01,"penalty"
"1743",3,"fixed","rep_18","harvest",0.01,"penalty"
"1744",4,"fixed","rep_18","harvest",0.01,"penalty"
"1745",5,"fixed","rep_18","harvest",0.01,"penalty"
"1746",6,"fixed","rep_18","harvest",0.01,"penalty"
"1747",7,"fixed","rep_18","harvest",0.01,"penalty"
"1748",8,"fixed","rep_18","harvest",0.01,"penalty"
"1749",9,"fixed","rep_18","harvest",8,"penalty"
"1750",10,"fixed","rep_18","harvest",0.01,"penalty"
"1751",11,"fixed","rep_18","harvest",0.01,"penalty"
"1752",12,"fixed","rep_18","harvest",0.01,"penalty"
"1753",13,"fixed","rep_18","harvest",0.01,"penalty"
"1754",14,"fixed","rep_18","harvest",0.01,"penalty"
"1755",15,"fixed","rep_18","harvest",0.01,"penalty"
"1756",16,"fixed","rep_18","harvest",0.01,"penalty"
"1757",17,"fixed","rep_18","harvest",5.39102040816327,"penalty"
"1758",18,"fixed","rep_18","harvest",0.01,"penalty"
"1759",19,"fixed","rep_18","harvest",4.90183673469388,"penalty"
"1760",20,"fixed","rep_18","harvest",0,"penalty"
"1761",1,"fixed","rep_19","harvest",7.67387755102041,"penalty"
"1762",2,"fixed","rep_19","harvest",0.01,"penalty"
"1763",3,"fixed","rep_19","harvest",0.01,"penalty"
"1764",4,"fixed","rep_19","harvest",0.01,"penalty"
"1765",5,"fixed","rep_19","harvest",0.01,"penalty"
"1766",6,"fixed","rep_19","harvest",0.01,"penalty"
"1767",7,"fixed","rep_19","harvest",0.01,"penalty"
"1768",8,"fixed","rep_19","harvest",7.02163265306122,"penalty"
"1769",9,"fixed","rep_19","harvest",0.01,"penalty"
"1770",10,"fixed","rep_19","harvest",0.01,"penalty"
"1771",11,"fixed","rep_19","harvest",0.01,"penalty"
"1772",12,"fixed","rep_19","harvest",0.01,"penalty"
"1773",13,"fixed","rep_19","harvest",0.01,"penalty"
"1774",14,"fixed","rep_19","harvest",7.02163265306122,"penalty"
"1775",15,"fixed","rep_19","harvest",0.01,"penalty"
"1776",16,"fixed","rep_19","harvest",0.01,"penalty"
"1777",17,"fixed","rep_19","harvest",0.01,"penalty"
"1778",18,"fixed","rep_19","harvest",0.01,"penalty"
"1779",19,"fixed","rep_19","harvest",8,"penalty"
"1780",20,"fixed","rep_19","harvest",0,"penalty"
"1781",1,"fixed","rep_20","harvest",7.67387755102041,"penalty"
"1782",2,"fixed","rep_20","harvest",0.01,"penalty"
"1783",3,"fixed","rep_20","harvest",0.01,"penalty"
"1784",4,"fixed","rep_20","harvest",0.01,"penalty"
"1785",5,"fixed","rep_20","harvest",0.01,"penalty"
"1786",6,"fixed","rep_20","harvest",0.01,"penalty"
"1787",7,"fixed","rep_20","harvest",0.01,"penalty"
"1788",8,"fixed","rep_20","harvest",0.01,"penalty"
"1789",9,"fixed","rep_20","harvest",0.01,"penalty"
"1790",10,"fixed","rep_20","harvest",0.01,"penalty"
"1791",11,"fixed","rep_20","harvest",0.01,"penalty"
"1792",12,"fixed","rep_20","harvest",0.01,"penalty"
"1793",13,"fixed","rep_20","harvest",0.01,"penalty"
"1794",14,"fixed","rep_20","harvest",0.01,"penalty"
"1795",15,"fixed","rep_20","harvest",7.02163265306122,"penalty"
"1796",16,"fixed","rep_20","harvest",0.01,"penalty"
"1797",17,"fixed","rep_20","harvest",0.01,"penalty"
"1798",18,"fixed","rep_20","harvest",0.01,"penalty"
"1799",19,"fixed","rep_20","harvest",6.69551020408163,"penalty"
"1800",20,"fixed","rep_20","harvest",0,"penalty"
"1801",1,"L1","rep_11","harvest",6.36938775510204,"no_penalty"
"1802",2,"L1","rep_11","harvest",0.01,"no_penalty"
"1803",3,"L1","rep_11","harvest",0.01,"no_penalty"
"1804",4,"L1","rep_11","harvest",0.01,"no_penalty"
"1805",5,"L1","rep_11","harvest",0.01,"no_penalty"
"1806",6,"L1","rep_11","harvest",0.01,"no_penalty"
"1807",7,"L1","rep_11","harvest",0.01,"no_penalty"
"1808",8,"L1","rep_11","harvest",4.90183673469388,"no_penalty"
"1809",9,"L1","rep_11","harvest",0.01,"no_penalty"
"1810",10,"L1","rep_11","harvest",0.01,"no_penalty"
"1811",11,"L1","rep_11","harvest",0.01,"no_penalty"
"1812",12,"L1","rep_11","harvest",0.01,"no_penalty"
"1813",13,"L1","rep_11","harvest",0.01,"no_penalty"
"1814",14,"L1","rep_11","harvest",0.01,"no_penalty"
"1815",15,"L1","rep_11","harvest",0.01,"no_penalty"
"1816",16,"L1","rep_11","harvest",0.01,"no_penalty"
"1817",17,"L1","rep_11","harvest",0.01,"no_penalty"
"1818",18,"L1","rep_11","harvest",0.499183673469388,"no_penalty"
"1819",19,"L1","rep_11","harvest",8,"no_penalty"
"1820",20,"L1","rep_11","harvest",0,"no_penalty"
"1821",1,"L1","rep_12","harvest",6.36938775510204,"no_penalty"
"1822",2,"L1","rep_12","harvest",0.01,"no_penalty"
"1823",3,"L1","rep_12","harvest",0.01,"no_penalty"
"1824",4,"L1","rep_12","harvest",0.01,"no_penalty"
"1825",5,"L1","rep_12","harvest",0.01,"no_penalty"
"1826",6,"L1","rep_12","harvest",0.01,"no_penalty"
"1827",7,"L1","rep_12","harvest",0.01,"no_penalty"
"1828",8,"L1","rep_12","harvest",0.01,"no_penalty"
"1829",9,"L1","rep_12","harvest",0.01,"no_penalty"
"1830",10,"L1","rep_12","harvest",0.01,"no_penalty"
"1831",11,"L1","rep_12","harvest",3.10816326530612,"no_penalty"
"1832",12,"L1","rep_12","harvest",0.01,"no_penalty"
"1833",13,"L1","rep_12","harvest",0.01,"no_penalty"
"1834",14,"L1","rep_12","harvest",0.01,"no_penalty"
"1835",15,"L1","rep_12","harvest",0.01,"no_penalty"
"1836",16,"L1","rep_12","harvest",0.01,"no_penalty"
"1837",17,"L1","rep_12","harvest",0.01,"no_penalty"
"1838",18,"L1","rep_12","harvest",3.10816326530612,"no_penalty"
"1839",19,"L1","rep_12","harvest",7.67387755102041,"no_penalty"
"1840",20,"L1","rep_12","harvest",0,"no_penalty"
"1841",1,"L1","rep_13","harvest",6.36938775510204,"no_penalty"
"1842",2,"L1","rep_13","harvest",0.01,"no_penalty"
"1843",3,"L1","rep_13","harvest",0.01,"no_penalty"
"1844",4,"L1","rep_13","harvest",5.71714285714286,"no_penalty"
"1845",5,"L1","rep_13","harvest",0.01,"no_penalty"
"1846",6,"L1","rep_13","harvest",1.64061224489796,"no_penalty"
"1847",7,"L1","rep_13","harvest",1.64061224489796,"no_penalty"
"1848",8,"L1","rep_13","harvest",4.24959183673469,"no_penalty"
"1849",9,"L1","rep_13","harvest",0.01,"no_penalty"
"1850",10,"L1","rep_13","harvest",0.01,"no_penalty"
"1851",11,"L1","rep_13","harvest",4.57571428571429,"no_penalty"
"1852",12,"L1","rep_13","harvest",0.01,"no_penalty"
"1853",13,"L1","rep_13","harvest",0.01,"no_penalty"
"1854",14,"L1","rep_13","harvest",0.01,"no_penalty"
"1855",15,"L1","rep_13","harvest",0.01,"no_penalty"
"1856",16,"L1","rep_13","harvest",0.01,"no_penalty"
"1857",17,"L1","rep_13","harvest",0.01,"no_penalty"
"1858",18,"L1","rep_13","harvest",2.29285714285714,"no_penalty"
"1859",19,"L1","rep_13","harvest",7.34775510204082,"no_penalty"
"1860",20,"L1","rep_13","harvest",0,"no_penalty"
"1861",1,"L1","rep_14","harvest",6.36938775510204,"no_penalty"
"1862",2,"L1","rep_14","harvest",0.01,"no_penalty"
"1863",3,"L1","rep_14","harvest",0.499183673469388,"no_penalty"
"1864",4,"L1","rep_14","harvest",7.8369387755102,"no_penalty"
"1865",5,"L1","rep_14","harvest",0.01,"no_penalty"
"1866",6,"L1","rep_14","harvest",0.01,"no_penalty"
"1867",7,"L1","rep_14","harvest",6.04326530612245,"no_penalty"
"1868",8,"L1","rep_14","harvest",0.01,"no_penalty"
"1869",9,"L1","rep_14","harvest",0.499183673469388,"no_penalty"
"1870",10,"L1","rep_14","harvest",0.01,"no_penalty"
"1871",11,"L1","rep_14","harvest",5.71714285714286,"no_penalty"
"1872",12,"L1","rep_14","harvest",0.01,"no_penalty"
"1873",13,"L1","rep_14","harvest",0.01,"no_penalty"
"1874",14,"L1","rep_14","harvest",1.80367346938776,"no_penalty"
"1875",15,"L1","rep_14","harvest",0.01,"no_penalty"
"1876",16,"L1","rep_14","harvest",2.61897959183673,"no_penalty"
"1877",17,"L1","rep_14","harvest",1.47755102040816,"no_penalty"
"1878",18,"L1","rep_14","harvest",4.24959183673469,"no_penalty"
"1879",19,"L1","rep_14","harvest",8,"no_penalty"
"1880",20,"L1","rep_14","harvest",0,"no_penalty"
"1881",1,"L1","rep_15","harvest",6.36938775510204,"no_penalty"
"1882",2,"L1","rep_15","harvest",0.01,"no_penalty"
"1883",3,"L1","rep_15","harvest",3.76040816326531,"no_penalty"
"1884",4,"L1","rep_15","harvest",0.01,"no_penalty"
"1885",5,"L1","rep_15","harvest",1.64061224489796,"no_penalty"
"1886",6,"L1","rep_15","harvest",1.64061224489796,"no_penalty"
"1887",7,"L1","rep_15","harvest",0.01,"no_penalty"
"1888",8,"L1","rep_15","harvest",0.01,"no_penalty"
"1889",9,"L1","rep_15","harvest",4.57571428571429,"no_penalty"
"1890",10,"L1","rep_15","harvest",0.01,"no_penalty"
"1891",11,"L1","rep_15","harvest",0.01,"no_penalty"
"1892",12,"L1","rep_15","harvest",0.499183673469388,"no_penalty"
"1893",13,"L1","rep_15","harvest",0.01,"no_penalty"
"1894",14,"L1","rep_15","harvest",3.10816326530612,"no_penalty"
"1895",15,"L1","rep_15","harvest",0.01,"no_penalty"
"1896",16,"L1","rep_15","harvest",1.15142857142857,"no_penalty"
"1897",17,"L1","rep_15","harvest",0.662244897959184,"no_penalty"
"1898",18,"L1","rep_15","harvest",0.82530612244898,"no_penalty"
"1899",19,"L1","rep_15","harvest",7.34775510204082,"no_penalty"
"1900",20,"L1","rep_15","harvest",0,"no_penalty"
"1901",1,"L1","rep_16","harvest",6.36938775510204,"no_penalty"
"1902",2,"L1","rep_16","harvest",0.01,"no_penalty"
"1903",3,"L1","rep_16","harvest",0.01,"no_penalty"
"1904",4,"L1","rep_16","harvest",4.24959183673469,"no_penalty"
"1905",5,"L1","rep_16","harvest",0.01,"no_penalty"
"1906",6,"L1","rep_16","harvest",0.01,"no_penalty"
"1907",7,"L1","rep_16","harvest",0.01,"no_penalty"
"1908",8,"L1","rep_16","harvest",0.01,"no_penalty"
"1909",9,"L1","rep_16","harvest",0.499183673469388,"no_penalty"
"1910",10,"L1","rep_16","harvest",4.90183673469388,"no_penalty"
"1911",11,"L1","rep_16","harvest",0.01,"no_penalty"
"1912",12,"L1","rep_16","harvest",5.71714285714286,"no_penalty"
"1913",13,"L1","rep_16","harvest",0.01,"no_penalty"
"1914",14,"L1","rep_16","harvest",0.01,"no_penalty"
"1915",15,"L1","rep_16","harvest",3.9234693877551,"no_penalty"
"1916",16,"L1","rep_16","harvest",0.01,"no_penalty"
"1917",17,"L1","rep_16","harvest",0.01,"no_penalty"
"1918",18,"L1","rep_16","harvest",0.499183673469388,"no_penalty"
"1919",19,"L1","rep_16","harvest",8,"no_penalty"
"1920",20,"L1","rep_16","harvest",0,"no_penalty"
"1921",1,"L1","rep_17","harvest",6.36938775510204,"no_penalty"
"1922",2,"L1","rep_17","harvest",0.01,"no_penalty"
"1923",3,"L1","rep_17","harvest",0.01,"no_penalty"
"1924",4,"L1","rep_17","harvest",0.01,"no_penalty"
"1925",5,"L1","rep_17","harvest",0.01,"no_penalty"
"1926",6,"L1","rep_17","harvest",0.988367346938776,"no_penalty"
"1927",7,"L1","rep_17","harvest",0.499183673469388,"no_penalty"
"1928",8,"L1","rep_17","harvest",4.90183673469388,"no_penalty"
"1929",9,"L1","rep_17","harvest",0.988367346938776,"no_penalty"
"1930",10,"L1","rep_17","harvest",1.64061224489796,"no_penalty"
"1931",11,"L1","rep_17","harvest",0.988367346938776,"no_penalty"
"1932",12,"L1","rep_17","harvest",4.90183673469388,"no_penalty"
"1933",13,"L1","rep_17","harvest",0.01,"no_penalty"
"1934",14,"L1","rep_17","harvest",4.41265306122449,"no_penalty"
"1935",15,"L1","rep_17","harvest",0.01,"no_penalty"
"1936",16,"L1","rep_17","harvest",4.24959183673469,"no_penalty"
"1937",17,"L1","rep_17","harvest",0.01,"no_penalty"
"1938",18,"L1","rep_17","harvest",1.64061224489796,"no_penalty"
"1939",19,"L1","rep_17","harvest",7.67387755102041,"no_penalty"
"1940",20,"L1","rep_17","harvest",0,"no_penalty"
"1941",1,"L1","rep_18","harvest",6.36938775510204,"no_penalty"
"1942",2,"L1","rep_18","harvest",0.01,"no_penalty"
"1943",3,"L1","rep_18","harvest",5.39102040816327,"no_penalty"
"1944",4,"L1","rep_18","harvest",0.01,"no_penalty"
"1945",5,"L1","rep_18","harvest",0.01,"no_penalty"
"1946",6,"L1","rep_18","harvest",0.01,"no_penalty"
"1947",7,"L1","rep_18","harvest",0.01,"no_penalty"
"1948",8,"L1","rep_18","harvest",0.01,"no_penalty"
"1949",9,"L1","rep_18","harvest",7.02163265306122,"no_penalty"
"1950",10,"L1","rep_18","harvest",0.01,"no_penalty"
"1951",11,"L1","rep_18","harvest",1.64061224489796,"no_penalty"
"1952",12,"L1","rep_18","harvest",0.01,"no_penalty"
"1953",13,"L1","rep_18","harvest",0.01,"no_penalty"
"1954",14,"L1","rep_18","harvest",0.01,"no_penalty"
"1955",15,"L1","rep_18","harvest",0.173061224489796,"no_penalty"
"1956",16,"L1","rep_18","harvest",0.01,"no_penalty"
"1957",17,"L1","rep_18","harvest",3.9234693877551,"no_penalty"
"1958",18,"L1","rep_18","harvest",0.01,"no_penalty"
"1959",19,"L1","rep_18","harvest",5.39102040816327,"no_penalty"
"1960",20,"L1","rep_18","harvest",0,"no_penalty"
"1961",1,"L1","rep_19","harvest",6.36938775510204,"no_penalty"
"1962",2,"L1","rep_19","harvest",0.01,"no_penalty"
"1963",3,"L1","rep_19","harvest",0.01,"no_penalty"
"1964",4,"L1","rep_19","harvest",0.01,"no_penalty"
"1965",5,"L1","rep_19","harvest",0.01,"no_penalty"
"1966",6,"L1","rep_19","harvest",3.76040816326531,"no_penalty"
"1967",7,"L1","rep_19","harvest",0.01,"no_penalty"
"1968",8,"L1","rep_19","harvest",0.988367346938776,"no_penalty"
"1969",9,"L1","rep_19","harvest",0.01,"no_penalty"
"1970",10,"L1","rep_19","harvest",0.01,"no_penalty"
"1971",11,"L1","rep_19","harvest",0.988367346938776,"no_penalty"
"1972",12,"L1","rep_19","harvest",3.10816326530612,"no_penalty"
"1973",13,"L1","rep_19","harvest",0.499183673469388,"no_penalty"
"1974",14,"L1","rep_19","harvest",3.59734693877551,"no_penalty"
"1975",15,"L1","rep_19","harvest",0.01,"no_penalty"
"1976",16,"L1","rep_19","harvest",1.15142857142857,"no_penalty"
"1977",17,"L1","rep_19","harvest",0.01,"no_penalty"
"1978",18,"L1","rep_19","harvest",0.01,"no_penalty"
"1979",19,"L1","rep_19","harvest",8,"no_penalty"
"1980",20,"L1","rep_19","harvest",0,"no_penalty"
"1981",1,"L1","rep_20","harvest",6.36938775510204,"no_penalty"
"1982",2,"L1","rep_20","harvest",0.01,"no_penalty"
"1983",3,"L1","rep_20","harvest",0.01,"no_penalty"
"1984",4,"L1","rep_20","harvest",6.04326530612245,"no_penalty"
"1985",5,"L1","rep_20","harvest",0.01,"no_penalty"
"1986",6,"L1","rep_20","harvest",0.01,"no_penalty"
"1987",7,"L1","rep_20","harvest",0.01,"no_penalty"
"1988",8,"L1","rep_20","harvest",0.01,"no_penalty"
"1989",9,"L1","rep_20","harvest",0.01,"no_penalty"
"1990",10,"L1","rep_20","harvest",0.01,"no_penalty"
"1991",11,"L1","rep_20","harvest",0.01,"no_penalty"
"1992",12,"L1","rep_20","harvest",0.01,"no_penalty"
"1993",13,"L1","rep_20","harvest",0.01,"no_penalty"
"1994",14,"L1","rep_20","harvest",0.01,"no_penalty"
"1995",15,"L1","rep_20","harvest",5.71714285714286,"no_penalty"
"1996",16,"L1","rep_20","harvest",0.01,"no_penalty"
"1997",17,"L1","rep_20","harvest",0.01,"no_penalty"
"1998",18,"L1","rep_20","harvest",0.01,"no_penalty"
"1999",19,"L1","rep_20","harvest",7.34775510204082,"no_penalty"
"2000",20,"L1","rep_20","harvest",0,"no_penalty"
"2001",1,"L2","rep_11","harvest",6.36938775510204,"no_penalty"
"2002",2,"L2","rep_11","harvest",0.01,"no_penalty"
"2003",3,"L2","rep_11","harvest",0.01,"no_penalty"
"2004",4,"L2","rep_11","harvest",0.01,"no_penalty"
"2005",5,"L2","rep_11","harvest",0.01,"no_penalty"
"2006",6,"L2","rep_11","harvest",0.01,"no_penalty"
"2007",7,"L2","rep_11","harvest",0.01,"no_penalty"
