"stock_size","value","c2","model","npv0","sigma_g"
10.2871428571429,170.596841978704,0,"L2",170.596841978704,0.05
10.2871428571429,152.036178378728,0.173790226859785,"L2",170.596841978704,0.05
10.2871428571429,142.280086761641,0.377783496671545,"L2",170.596841978704,0.05
10.2871428571429,135.87708020179,0.617228803121761,"L2",170.596841978704,0.05
10.2871428571429,132.070838850664,0.89828736370047,"L2",170.596841978704,0.05
10.2871428571429,129.732608476997,1.22819115528304,"L2",170.596841978704,0.05
10.2871428571429,127.963658294514,1.61542900164664,"L2",170.596841978704,0.05
10.2871428571429,126.554036980101,2.06996500117847,"L2",170.596841978704,0.05
10.2871428571429,125.347273797232,2.60349491518488,"L2",170.596841978704,0.05
10.2871428571429,124.295120526693,3.22974711398294,"L2",170.596841978704,0.05
10.2871428571429,123.31968582322,3.96483582448156,"L2",170.596841978704,0.05
10.2871428571429,122.420204372201,4.8276757687398,"L2",170.596841978704,0.05
10.2871428571429,121.604755318313,5.84046886265436,"L2",170.596841978704,0.05
10.2871428571429,120.81628828558,7.02927549812235,"L2",170.596841978704,0.05
10.2871428571429,120.00493959359,8.42468510846075,"L2",170.596841978704,0.05
10.2871428571429,119.164916041622,10.0626032715422,"L2",170.596841978704,0.05
10.2871428571429,118.298637226837,11.9851756037633,"L2",170.596841978704,0.05
10.2871428571429,117.455775915052,14.2418722177555,"L2",170.596841978704,0.05
10.2871428571429,116.721308439348,16.890760648247,"L2",170.596841978704,0.05
10.2871428571429,115.976483959186,20,"L2",170.596841978704,0.05
10.2871428571429,170.596841978704,0,"L1",170.596841978704,0.05
10.2871428571429,166.053191749313,0.173790226859785,"L1",170.596841978704,0.05
10.2871428571429,160.725859902531,0.377783496671545,"L1",170.596841978704,0.05
10.2871428571429,154.494979155002,0.617228803121761,"L1",170.596841978704,0.05
10.2871428571429,149.159316243372,0.89828736370047,"L1",170.596841978704,0.05
10.2871428571429,144.883170305509,1.22819115528304,"L1",170.596841978704,0.05
10.2871428571429,140.600678036164,1.61542900164664,"L1",170.596841978704,0.05
10.2871428571429,136.176647701147,2.06996500117847,"L1",170.596841978704,0.05
10.2871428571429,131.544035006635,2.60349491518488,"L1",170.596841978704,0.05
10.2871428571429,126.577043170728,3.22974711398294,"L1",170.596841978704,0.05
10.2871428571429,121.234818548527,3.96483582448156,"L1",170.596841978704,0.05
10.2871428571429,116.631043578986,4.8276757687398,"L1",170.596841978704,0.05
10.2871428571429,115.580672096801,5.84046886265436,"L1",170.596841978704,0.05
10.2871428571429,114.640505972297,7.02927549812235,"L1",170.596841978704,0.05
10.2871428571429,113.664566070346,8.42468510846075,"L1",170.596841978704,0.05
10.2871428571429,112.679060167661,10.0626032715422,"L1",170.596841978704,0.05
10.2871428571429,112.030004757089,11.9851756037633,"L1",170.596841978704,0.05
10.2871428571429,112.02989914821,14.2418722177555,"L1",170.596841978704,0.05
10.2871428571429,112.029839684317,16.890760648247,"L1",170.596841978704,0.05
10.2871428571429,112.029797788371,20,"L1",170.596841978704,0.05
10.2871428571429,170.596841978704,0,"fixed",170.596841978704,0.05
10.2871428571429,169.771352483897,0.173790226859785,"fixed",170.596841978704,0.05
10.2871428571429,168.827138414728,0.377783496671545,"fixed",170.596841978704,0.05
10.2871428571429,167.766797631972,0.617228803121761,"fixed",170.596841978704,0.05
10.2871428571429,166.56346538391,0.89828736370047,"fixed",170.596841978704,0.05
10.2871428571429,165.215488786961,1.22819115528304,"fixed",170.596841978704,0.05
10.2871428571429,163.714708328204,1.61542900164664,"fixed",170.596841978704,0.05
10.2871428571429,161.974748393278,2.06996500117847,"fixed",170.596841978704,0.05
10.2871428571429,159.942173263637,2.60349491518488,"fixed",170.596841978704,0.05
10.2871428571429,157.562527876956,3.22974711398294,"fixed",170.596841978704,0.05
10.2871428571429,154.774817034459,3.96483582448156,"fixed",170.596841978704,0.05
10.2871428571429,151.512521127713,4.8276757687398,"fixed",170.596841978704,0.05
10.2871428571429,147.724271227201,5.84046886265436,"fixed",170.596841978704,0.05
10.2871428571429,143.424208421134,7.02927549812235,"fixed",170.596841978704,0.05
10.2871428571429,140.38525743533,8.42468510846075,"fixed",170.596841978704,0.05
10.2871428571429,137.245042737539,10.0626032715422,"fixed",170.596841978704,0.05
10.2871428571429,133.5802492947,11.9851756037633,"fixed",170.596841978704,0.05
10.2871428571429,129.288642003292,14.2418722177555,"fixed",170.596841978704,0.05
10.2871428571429,125.235681127349,16.890760648247,"fixed",170.596841978704,0.05
10.2871428571429,122.416342676846,20,"fixed",170.596841978704,0.05
10.2871428571429,187.597371255081,0,"L2",187.597371255081,0.2
10.2871428571429,171.168056871407,0.173790226859785,"L2",187.597371255081,0.2
10.2871428571429,158.621817090472,0.377783496671545,"L2",187.597371255081,0.2
10.2871428571429,148.440099413723,0.617228803121761,"L2",187.597371255081,0.2
10.2871428571429,141.157893386899,0.89828736370047,"L2",187.597371255081,0.2
10.2871428571429,135.411778521229,1.22819115528304,"L2",187.597371255081,0.2
10.2871428571429,130.527317140771,1.61542900164664,"L2",187.597371255081,0.2
10.2871428571429,126.483218917289,2.06996500117847,"L2",187.597371255081,0.2
10.2871428571429,122.820423283876,2.60349491518488,"L2",187.597371255081,0.2
10.2871428571429,119.466174544354,3.22974711398294,"L2",187.597371255081,0.2
10.2871428571429,116.327533901485,3.96483582448156,"L2",187.597371255081,0.2
10.2871428571429,113.357573452087,4.8276757687398,"L2",187.597371255081,0.2
10.2871428571429,110.416260663914,5.84046886265436,"L2",187.597371255081,0.2
10.2871428571429,107.552326652937,7.02927549812235,"L2",187.597371255081,0.2
10.2871428571429,104.734824939118,8.42468510846075,"L2",187.597371255081,0.2
10.2871428571429,101.990338754527,10.0626032715422,"L2",187.597371255081,0.2
10.2871428571429,100.223913332765,11.9851756037633,"L2",187.597371255081,0.2
10.2871428571429,98.354428471543,14.2418722177555,"L2",187.597371255081,0.2
10.2871428571429,96.412552853898,16.890760648247,"L2",187.597371255081,0.2
10.2871428571429,94.4628602191994,20,"L2",187.597371255081,0.2
10.2871428571429,187.597371255081,0,"L1",187.597371255081,0.2
10.2871428571429,182.645375513868,0.173790226859785,"L1",187.597371255081,0.2
10.2871428571429,176.83922328696,0.377783496671545,"L1",187.597371255081,0.2
10.2871428571429,170.039779069481,0.617228803121761,"L1",187.597371255081,0.2
10.2871428571429,162.582311122322,0.89828736370047,"L1",187.597371255081,0.2
10.2871428571429,155.166088710626,1.22819115528304,"L1",187.597371255081,0.2
10.2871428571429,147.634961448667,1.61542900164664,"L1",187.597371255081,0.2
10.2871428571429,139.730408435853,2.06996500117847,"L1",187.597371255081,0.2
10.2871428571429,131.332394644469,2.60349491518488,"L1",187.597371255081,0.2
10.2871428571429,122.579463708696,3.22974711398294,"L1",187.597371255081,0.2
10.2871428571429,114.482042144064,3.96483582448156,"L1",187.597371255081,0.2
10.2871428571429,107.343353681914,4.8276757687398,"L1",187.597371255081,0.2
10.2871428571429,101.722700888582,5.84046886265436,"L1",187.597371255081,0.2
10.2871428571429,97.6426884061067,7.02927549812235,"L1",187.597371255081,0.2
10.2871428571429,94.3211931836329,8.42468510846075,"L1",187.597371255081,0.2
10.2871428571429,92.5923535440937,10.0626032715422,"L1",187.597371255081,0.2
10.2871428571429,91.3482090804491,11.9851756037633,"L1",187.597371255081,0.2
10.2871428571429,89.9882971580158,14.2418722177555,"L1",187.597371255081,0.2
10.2871428571429,88.5050044996335,16.890760648247,"L1",187.597371255081,0.2
10.2871428571429,86.8784493566194,20,"L1",187.597371255081,0.2
10.2871428571429,187.597371255081,0,"fixed",187.597371255081,0.2
10.2871428571429,186.408878516801,0.173790226859785,"fixed",187.597371255081,0.2
10.2871428571429,185.15348074844,0.377783496671545,"fixed",187.597371255081,0.2
10.2871428571429,183.798744749627,0.617228803121761,"fixed",187.597371255081,0.2
10.2871428571429,182.267976037953,0.89828736370047,"fixed",187.597371255081,0.2
10.2871428571429,180.5835439083,1.22819115528304,"fixed",187.597371255081,0.2
10.2871428571429,178.663326585495,1.61542900164664,"fixed",187.597371255081,0.2
10.2871428571429,176.476839138679,2.06996500117847,"fixed",187.597371255081,0.2
10.2871428571429,174.028093389728,2.60349491518488,"fixed",187.597371255081,0.2
10.2871428571429,171.248469690287,3.22974711398294,"fixed",187.597371255081,0.2
10.2871428571429,168.078480377054,3.96483582448156,"fixed",187.597371255081,0.2
10.2871428571429,164.500272986285,4.8276757687398,"fixed",187.597371255081,0.2
10.2871428571429,160.419742736405,5.84046886265436,"fixed",187.597371255081,0.2
10.2871428571429,155.772040131847,7.02927549812235,"fixed",187.597371255081,0.2
10.2871428571429,150.545684482348,8.42468510846075,"fixed",187.597371255081,0.2
10.2871428571429,144.640756184785,10.0626032715422,"fixed",187.597371255081,0.2
10.2871428571429,138.017994195674,11.9851756037633,"fixed",187.597371255081,0.2
10.2871428571429,130.474338389154,14.2418722177555,"fixed",187.597371255081,0.2
10.2871428571429,122.078810405528,16.890760648247,"fixed",187.597371255081,0.2
10.2871428571429,112.714840863675,20,"fixed",187.597371255081,0.2
10.2871428571429,194.401043218269,0,"L2",194.401043218269,0.5
10.2871428571429,174.910064168134,0.173790226859785,"L2",194.401043218269,0.5
10.2871428571429,155.980029633471,0.377783496671545,"L2",194.401043218269,0.5
10.2871428571429,138.680267127994,0.617228803121761,"L2",194.401043218269,0.5
10.2871428571429,124.218464124163,0.89828736370047,"L2",194.401043218269,0.5
10.2871428571429,111.742763446519,1.22819115528304,"L2",194.401043218269,0.5
10.2871428571429,101.288440928604,1.61542900164664,"L2",194.401043218269,0.5
10.2871428571429,92.1008359057289,2.06996500117847,"L2",194.401043218269,0.5
10.2871428571429,83.6408311127762,2.60349491518488,"L2",194.401043218269,0.5
10.2871428571429,76.5447205308757,3.22974711398294,"L2",194.401043218269,0.5
10.2871428571429,70.3040363061488,3.96483582448156,"L2",194.401043218269,0.5
10.2871428571429,64.3723164300656,4.8276757687398,"L2",194.401043218269,0.5
10.2871428571429,58.6389501521161,5.84046886265436,"L2",194.401043218269,0.5
10.2871428571429,54.0911050480563,7.02927549812235,"L2",194.401043218269,0.5
10.2871428571429,49.9842891899367,8.42468510846075,"L2",194.401043218269,0.5
10.2871428571429,46.2629244179589,10.0626032715422,"L2",194.401043218269,0.5
10.2871428571429,42.5999593405377,11.9851756037633,"L2",194.401043218269,0.5
10.2871428571429,38.5744330394124,14.2418722177555,"L2",194.401043218269,0.5
10.2871428571429,34.6832727770505,16.890760648247,"L2",194.401043218269,0.5
10.2871428571429,31.972748153466,20,"L2",194.401043218269,0.5
10.2871428571429,194.401043218269,0,"L1",194.401043218269,0.5
10.2871428571429,189.102029878755,0.173790226859785,"L1",194.401043218269,0.5
10.2871428571429,182.88668323463,0.377783496671545,"L1",194.401043218269,0.5
10.2871428571429,175.614875147796,0.617228803121761,"L1",194.401043218269,0.5
10.2871428571429,167.126107712547,0.89828736370047,"L1",194.401043218269,0.5
10.2871428571429,157.191067283608,1.22819115528304,"L1",194.401043218269,0.5
10.2871428571429,145.609579432594,1.61542900164664,"L1",194.401043218269,0.5
10.2871428571429,132.126827476249,2.06996500117847,"L1",194.401043218269,0.5
10.2871428571429,116.655956237246,2.60349491518488,"L1",194.401043218269,0.5
10.2871428571429,99.9807369800315,3.22974711398294,"L1",194.401043218269,0.5
10.2871428571429,82.5797688368283,3.96483582448156,"L1",194.401043218269,0.5
10.2871428571429,65.0206703048612,4.8276757687398,"L1",194.401043218269,0.5
10.2871428571429,49.7786324714193,5.84046886265436,"L1",194.401043218269,0.5
10.2871428571429,40.4145620627695,7.02927549812235,"L1",194.401043218269,0.5
10.2871428571429,34.9541803722307,8.42468510846075,"L1",194.401043218269,0.5
10.2871428571429,31.4350248121607,10.0626032715422,"L1",194.401043218269,0.5
10.2871428571429,27.479014068841,11.9851756037633,"L1",194.401043218269,0.5
10.2871428571429,24.4769550063291,14.2418722177555,"L1",194.401043218269,0.5
10.2871428571429,22.5099130957402,16.890760648247,"L1",194.401043218269,0.5
10.2871428571429,20.3318532348231,20,"L1",194.401043218269,0.5
10.2871428571429,194.401043218269,0,"fixed",194.401043218269,0.5
10.2871428571429,193.136258225051,0.173790226859785,"fixed",194.401043218269,0.5
10.2871428571429,191.709384301056,0.377783496671545,"fixed",194.401043218269,0.5
10.2871428571429,190.136892472136,0.617228803121761,"fixed",194.401043218269,0.5
10.2871428571429,188.312392208062,0.89828736370047,"fixed",194.401043218269,0.5
10.2871428571429,186.29465693006,1.22819115528304,"fixed",194.401043218269,0.5
10.2871428571429,183.958873958132,1.61542900164664,"fixed",194.401043218269,0.5
10.2871428571429,181.353605120084,2.06996500117847,"fixed",194.401043218269,0.5
10.2871428571429,178.397286909331,2.60349491518488,"fixed",194.401043218269,0.5
10.2871428571429,175.092952745319,3.22974711398294,"fixed",194.401043218269,0.5
10.2871428571429,171.344168467085,3.96483582448156,"fixed",194.401043218269,0.5
10.2871428571429,167.153533176587,4.8276757687398,"fixed",194.401043218269,0.5
10.2871428571429,162.426619093208,5.84046886265436,"fixed",194.401043218269,0.5
10.2871428571429,157.157218779725,7.02927549812235,"fixed",194.401043218269,0.5
10.2871428571429,151.258440044844,8.42468510846075,"fixed",194.401043218269,0.5
10.2871428571429,144.713954634664,10.0626032715422,"fixed",194.401043218269,0.5
10.2871428571429,137.510623920486,11.9851756037633,"fixed",194.401043218269,0.5
10.2871428571429,129.528295950836,14.2418722177555,"fixed",194.401043218269,0.5
10.2871428571429,120.672340455205,16.890760648247,"fixed",194.401043218269,0.5
10.2871428571429,110.937898216982,20,"fixed",194.401043218269,0.5
